x,y,rho
-20.75,-4.25,1.1706810587159e-14
-20.75,-3.75,3.3642150964506e-14
-20.75,-3.25,9.2318712762975e-14
-20.75,-2.75,2.2502680983132e-13
-20.75,-2.25,4.6329596554073e-13
-20.75,-1.75,8.0972202964073e-13
-20.75,-1.25,1.0747935291601e-12
-20.75,-0.75,1.130346939196e-12
-20.75,-0.25,1.7263269946971e-12
-20.75,0.25,1.7263269947801e-12
-20.75,0.75,1.1303469392113e-12
-20.75,1.25,1.0747935291506e-12
-20.75,1.75,8.0972202963321e-13
-20.75,2.25,4.6329596552042e-13
-20.75,2.75,2.2502680982377e-13
-20.75,3.25,9.2318712751493e-14
-20.75,3.75,3.3642150963119e-14
-20.75,4.25,1.1706810584753e-14
-20.75,4.75,3.6694116788509e-15
-20.75,5.25,8.4417242529052e-16
-20.75,5.75,1.0408063935806e-16
-20.75,6.25,1.6094683297166e-17
-20.75,6.75,9.585172785327e-18
-20.75,7.25,2.3107714840061e-18
-20.75,7.75,1.839276015908e-19
-20.75,8.25,1.1454532043117e-19
-20.75,8.75,7.0666998173037e-20
-20.75,9.25,2.4985320870838e-20
-20.75,9.75,1.0056622152629e-20
-20.75,10.25,4.4767776099776e-21
-20.75,10.75,1.9785612831881e-21
-20.75,11.25,9.2231752910949e-22
-20.75,11.75,4.5836164786185e-22
-20.75,12.25,2.4262570072924e-22
-20.75,12.75,1.2404240680511e-22
-20.75,13.25,6.5991032292975e-23
-20.75,13.75,3.6377961176347e-23
-20.75,14.25,2.1060566222438e-23
-20.75,14.75,1.2876887887098e-23
-20.75,15.25,8.4177644355932e-24
-20.75,15.75,5.8517285273216e-24
-20.75,16.25,4.2683352287355e-24
-20.75,16.75,3.2179534932207e-24
-20.75,17.25,2.4688278910305e-24
-20.75,17.75,1.903674667957e-24
-20.75,18.25,1.4630584652819e-24
-20.75,18.75,1.1142776976981e-24
-20.75,19.25,8.3714328233126e-25
-20.75,19.75,6.1742673778056e-25
-20.75,20.25,4.4448802571043e-25
-20.75,20.75,3.0981202647887e-25
-20.75,21.25,2.0656817827956e-25
-20.75,21.75,1.2919416361945e-25
-20.75,22.25,7.322359732786e-26
-20.75,22.75,3.5053785277341e-26
-20.75,23.25,1.1822563090687e-26
-20.75,23.75,1.2185662593616e-27
-20.25,-23.75,1.3422970992262e-27
-20.25,-23.25,1.3043279434059e-26
-20.25,-22.75,3.8734417354657e-26
-20.25,-22.25,8.0997384786045e-26
-20.25,-21.75,1.4304475856462e-25
-20.25,-21.25,2.2888048746839e-25
-20.25,-20.75,3.4348850771647e-25
-20.25,-20.25,4.9300514494914e-25
-20.25,-19.75,6.8504944008414e-25
-20.25,-19.25,9.2892580041865e-25
-20.25,-18.75,1.2365239557348e-24
-20.25,-18.25,1.6235270737571e-24
