x,rho
-11.24023438,3.9613202132859e-06
-11.22070312,4.2900089628147e-06
-11.20117188,4.6446675355033e-06
-11.18164062,5.0272357249398e-06
-11.16210938,5.4397889454378e-06
-11.14257812,5.8845469789482e-06
-11.12304688,6.3638832304484e-06
-11.10351562,6.8803345172309e-06
-11.08398438,7.4366114186085e-06
-11.06445312,8.0356092136805e-06
-11.04492188,8.6804194355525e-06
-11.02539062,9.3743420718221e-06
-11.00585938,1.0120898441837e-05
-10.98632812,1.0923844782726e-05
-10.96679688,1.1787186576848e-05
-10.94726562,1.2715193654892e-05
-10.92773438,1.3712416109504e-05
-10.90820312,1.4783701055897e-05
-10.88867188,1.5934210276701e-05
-10.86914062,1.71694387895e-05
-10.84960938,1.849523437685e-05
-10.83007812,1.9917818119487e-05
-10.81054688,2.1443805974403e-05
-10.79101562,2.3080231441265e-05
-10.77148438,2.4834569360639e-05
-10.75195312,2.6714760889832e-05
-10.73242188,2.8729239702052e-05
-10.71289062,3.0886959456465e-05
-10.69335938,3.319742258731e-05
-10.67382812,3.5670710461175e-05
-10.65429688,3.8317514952731e-05
-10.63476562,4.1149171489916e-05
-10.61523438,4.4177693620079e-05
-10.59570312,4.7415809150195e-05
-10.57617188,5.0876997913836e-05
-10.55664062,5.4575531219274e-05
-10.53710938,5.8526513032648e-05
-10.51757812,6.2745922951657e-05
-10.49804688,6.7250661024315e-05
-10.47851562,7.2058594468857e-05
-10.45898438,7.7188606349957e-05
-10.43945312,8.2660646267282e-05
-10.41992188,8.8495783111538e-05
-10.40039062,9.4716259943636e-05
-10.38085938,0.00010134555105181
-10.36132812,0.00010840842124077
-10.34179688,0.00011593098740704
-10.32226562,0.00012394078245304
-10.30273438,0.00013246682159139
-10.28320312,0.00014153967109045
-10.26367188,0.00015119151950965
-10.24414062,0.00016145625147204
-10.22460938,0.00017236952401987
-10.20507812,0.00018396884559575
-10.18554688,0.00019629365769122
-10.16601562,0.00020938541920027
-10.14648438,0.00022328769351335
-10.12695312,0.00023804623838462
-10.10742188,0.00025370909860012
-10.08789062,0.00027032670147308
-10.06835938,0.0002879519551858
-10.04882812,0.00030664034999613
-10.02929688,0.00032645006231877
-10.00976562,0.0003474420616897
-9.990234375,0.00036968022061326
-9.970703125,0.00039323142728912
-9.951171875,0.0004181657012073
-9.931640625,0.00044455631159504
-9.912109375,0.00047247989869094
-9.892578125,0.00050201659781529
-9.873046875,0.00053325016619871
-9.853515625,0.00056626811252067
-9.833984375,0.00060116182910405
-9.814453125,0.0006380267267009
-9.794921875,0.00067696237179634
-9.775390625,0.0007180726263477
-9.755859375,0.00076146578986633
-9.736328125,0.00080725474373741
-9.716796875,0.00085555709766564
-9.697265625,0.00090649533811984
-9.677734375,0.00096019697863976
-9.658203125,0.001016794711857
-9.638671875,0.0010764265630674
-9.619140625,0.0011392360451826
-9.599609375,0.0012053723148715
-9.580078125,0.0012749903296931
-9.560546875,0.0013482510060058
-9.541015625,0.0014253213774243
-9.521484375,0.0015063747535828
-9.501953125,0.0015915908789459
-9.482421875,0.0016811560913962
-9.462890625,0.0017752634803121
-9.443359375,0.0018741130438315
-9.423828125,0.0019779118449851
-9.404296875,0.0020868741663673
-9.384765625,0.0022012216629917
-9.365234375,0.0023211835129731
-9.345703125,0.0024469965656471
-9.326171875,0.0025789054867397
-9.306640625,0.0027171629001698
-9.287109375,0.002862029526059
-9.267578125,0.0030137743145046
-9.248046875,0.0031726745746608
-9.228515625,0.0033390160986506
-9.208984375,0.0035130932798245
-9.189453125,0.0036952092248613
-9.169921875,0.0038856758591947
-9.150390625,0.0040848140252387
-9.130859375,0.0042929535728652
-9.111328125,0.0045104334415797
-9.091796875,0.0047376017338306
-9.072265625,0.0049748157788687
-9.052734375,0.0052224421865746
-9.033203125,0.0054808568906488
-9.013671875,0.0057504451805636
-8.994140625,0.0060316017216591
-8.974609375,0.006324730562764
-8.955078125,0.0066302451307102
-8.935546875,0.0069485682111187
-8.916015625,0.0072801319148113
-8.896484375,0.0076253776292234
-8.876953125,0.0079847559541709
-8.857421875,0.0083587266213436
-8.837890625,0.0087477583968886
-8.818359375,0.0091523289664545
-8.798828125,0.0095729248020712
-8.779296875,0.010010041010256
-8.759765625,0.010464181160728
-8.740234375,0.010935857095152
-8.720703125,0.011425588715303
-8.701171875,0.011933903750111
-8.681640625,0.012461337501016
-8.662109375,0.013008432565104
-8.642578125,0.013575738535517
-8.623046875,0.014163811678641
-8.603515625,0.014773214587612
-8.583984375,0.015404515811702
-8.564453125,0.016058289461173
-8.544921875,0.016735114787234
-8.525390625,0.017435575736746
-8.505859375,0.018160260481372
-8.486328125,0.018909760920908
-8.466796875,0.019684672160573
-8.447265625,0.020485591962047
-8.427734375,0.021313120168155
-8.408203125,0.022167858101071
-8.388671875,0.023050407934014
-8.369140625,0.023961372036446
-8.349609375,0.024901352292823
-8.330078125,0.025870949395019
-8.310546875,0.026870762108601
-8.291015625,0.027901386513186
