x,rho
-4.596,1.03290883312e-05
-4.584,1.09139744176e-05
-4.572,1.15303192756e-05
-4.56,1.21797169703e-05
-4.548,1.28638367868e-05
-4.536,1.3584426479e-05
-4.524,1.43433156419e-05
-4.512,1.51424192133e-05
-4.5,1.59837411069e-05
-4.488,1.68693779842e-05
-4.476,1.7801523166e-05
-4.464,1.87824706899e-05
-4.452,1.98146195183e-05
-4.44,2.09004779005e-05
-4.428,2.20426678935e-05
-4.416,2.32439300484e-05
-4.404,2.45071282634e-05
-4.392,2.58352548124e-05
-4.38,2.7231435551e-05
-4.368,2.8698935307e-05
-4.356,3.02411634595e-05
-4.344,3.18616797123e-05
-4.332,3.35642000673e-05
-4.32,3.53526030018e-05
-4.308,3.72309358576e-05
-4.296,3.92034214455e-05
-4.284,4.12744648712e-05
-4.272,4.34486605896e-05
-4.26,4.57307996916e-05
-4.248,4.81258774303e-05
-4.236,5.06391009922e-05
-4.224,5.32758975195e-05
-4.212,5.60419223894e-05
-4.2,5.89430677565e-05
-4.188,6.19854713648e-05
-4.176,6.51755256346e-05
-4.164,6.85198870314e-05
-4.152,7.2025485723e-05
-4.14,7.56995355302e-05
-4.128,7.95495441779e-05
-4.116,8.35833238538e-05
-4.104,8.78090020791e-05
-4.092,9.22350328989e-05
-4.08,9.68702083987e-05
-4.068,0.000101723670552
-4.056,0.000106804923405
-4.044,0.00011212384561
-4.032,0.000117690703302
-4.02,0.000123516163341
-4.008,0.000129611306906
-3.996,0.000135987643469
-3.984,0.000142657125132
-3.972,0.000149632161356
-3.96,0.000156925634066
-3.948,0.000164550913151
-3.936,0.000172521872366
-3.924,0.000180852905625
-3.912,0.00018955894371
-3.9,0.000198655471393
-3.888,0.000208158544966
-3.876,0.000218084810202
-3.864,0.00022845152074
-3.852,0.00023927655689
-3.84,0.000250578444891
-3.828,0.000262376376585
-3.816,0.00027469022955
-3.804,0.000287540587665
-3.792,0.000300948762125
-3.78,0.000314936812908
-3.768,0.000329527570688
-3.756,0.000344744659204
-3.744,0.000360612518082
-3.732,0.00037715642611
-3.72,0.000394402524969
-3.708,0.000412377843422
-3.696,0.000431110321954
-3.684,0.000450628837863
-3.672,0.000470963230815
